store_id,product_id,day,daily_sales,stock_level,price,promotion_flag
store_2,prod_3,21,32,76,15.284165108151726,False
store_2,prod_3,22,44,54,10.014263368796307,True
store_2,prod_3,23,25,30,14.722105874799277,True
store_2,prod_3,24,9,53,9.447925500364189,True
store_2,prod_3,25,10,90,6.632452867138909,False
store_2,prod_3,26,40,82,10.578523996450329,True
store_2,prod_3,27,33,69,9.477238318441234,False
store_2,prod_3,28,6,58,18.627168928432738,True
store_2,prod_3,29,5,42,3.018062724180668,False
store_2,prod_3,30,37,21,18.095118489768563,False
store_2,prod_4,1,24,98,13.23425118428753,True
store_2,prod_4,2,7,56,15.530748600376695,True
store_2,prod_4,3,21,24,1.653160308682779,False
store_2,prod_4,4,36,83,11.36313105402255,False
store_2,prod_4,5,47,63,16.105219201640935,True
store_2,prod_4,6,15,73,12.115668205654575,False
store_2,prod_4,7,27,21,11.035595973370768,True
store_2,prod_4,8,15,78,18.30263491229388,False
store_2,prod_4,9,38,64,15.103676377944941,True
store_2,prod_4,10,26,77,12.808855756646922,False
store_2,prod_4,11,6,61,18.08883792117918,True
store_2,prod_4,12,37,88,18.916672897351578,False
store_2,prod_4,13,14,45,10.632992782723601,True
store_2,prod_4,14,8,83,6.226878749623364,True
store_2,prod_4,15,38,23,9.8160081357321,False
store_2,prod_4,16,28,30,1.4682436880901308,False
store_2,prod_4,17,10,46,5.237186647140927,True
store_2,prod_4,18,30,65,1.4112656655926883,False
store_2,prod_4,19,10,84,10.770313214053575,True
store_2,prod_4,20,30,47,19.667169031423708,True
store_2,prod_4,21,42,86,5.040621443715514,False
store_2,prod_4,22,17,83,16.675671063713203,True
store_2,prod_4,23,1,53,9.911473854639787,True
store_2,prod_4,24,30,29,6.228232137273292,False
store_2,prod_4,25,20,68,7.426388379028412,False
store_2,prod_4,26,48,22,10.07947974334958,False
store_2,prod_4,27,25,80,15.24136572020062,False
store_2,prod_4,28,37,45,6.997701142117254,False
store_2,prod_4,29,14,35,1.7561454193773984,True
store_2,prod_4,30,2,71,14.59898260180511,True
store_2,prod_5,1,15,74,10.38560383366357,False
store_2,prod_5,2,26,57,10.519764502707465,False
store_2,prod_5,3,37,65,18.81556775171525,False
store_2,prod_5,4,7,90,4.657369862080714,True
store_2,prod_5,5,7,82,1.4746975633551396,False
store_2,prod_5,6,19,27,17.030847061494892,True
store_2,prod_5,7,49,28,2.735711611747561,False
store_2,prod_5,8,9,48,14.82159543443629,False
store_2,prod_5,9,19,56,2.083045363486746,True
store_2,prod_5,10,40,99,10.983457400881411,False
store_2,prod_5,11,37,50,16.570418022334994,True
store_2,prod_5,12,8,96,1.5055589554759985,True
store_2,prod_5,13,48,62,16.92959312375161,False
store_2,prod_5,14,22,24,17.969161085126977,False
store_2,prod_5,15,35,46,14.183400075638913,False
store_2,prod_5,16,24,92,17.313402032667465,True
store_2,prod_5,17,22,93,10.7438718862677,True
store_2,prod_5,18,2,25,11.996373050839987,False
store_2,prod_5,19,1,77,14.36226732691658,True
store_2,prod_5,20,1,95,13.783802108488171,False
store_2,prod_5,21,38,43,6.436565806707972,True
store_2,prod_5,22,0,20,1.6272267821062179,True
store_2,prod_5,23,29,22,14.532183898366014,True
store_2,prod_5,24,23,83,10.393045409869403,False
store_2,prod_5,25,12,84,1.278295418177248,False
store_2,prod_5,26,34,43,10.511771114344688,False
store_2,prod_5,27,39,35,15.320683354680463,True
store_2,prod_5,28,14,35,11.904653586336662,False
store_2,prod_5,29,10,84,15.341721708884293,True
store_2,prod_5,30,3,62,18.63227049785824,True
store_2,prod_6,1,9,94,6.55273017804837,True
store_2,prod_6,2,40,69,11.727287544516109,True
store_2,prod_6,3,38,22,5.920270495474529,True
store_2,prod_6,4,25,52,2.9660262092851086,True
store_2,prod_6,5,1,90,5.238640356050523,False
store_2,prod_6,6,49,55,4.614330685582614,True
store_2,prod_6,7,0,79,4.577747973425022,False
store_2,prod_6,8,29,73,7.377965612213993,True
store_2,prod_6,9,24,99,9.035927331089598,True
store_2,prod_6,10,4,70,3.4760882302743816,True
store_2,prod_6,11,44,72,11.354663283900342,False
store_2,prod_6,12,35,71,16.607953802747623,False
store_2,prod_6,13,15,60,7.952086673738344,False
store_2,prod_6,14,20,63,12.945946286139865,True
store_2,prod_6,15,28,73,4.271752109049029,True
store_2,prod_6,16,15,79,11.820447911852943,True
store_2,prod_6,17,30,97,7.493228004192618,False
store_2,prod_6,18,47,33,19.61915349980729,True
store_2,prod_6,19,38,77,5.628681047661691,False
store_2,prod_6,20,1,60,15.833286779260945,True
store_2,prod_6,21,17,35,9.518582939968038,True
store_2,prod_6,22,6,33,9.31753604477444,True
store_2,prod_6,23,4,51,18.874266325454762,True
store_2,prod_6,24,4,64,5.547313444399814,True
store_2,prod_6,25,32,37,6.0919480708031815,True
store_2,prod_6,26,28,97,7.640933222218563,False
store_2,prod_6,27,41,48,13.930652656637918,False
store_2,prod_6,28,17,76,2.8156229752083695,True
store_2,prod_6,29,15,94,13.39334114355048,True
store_2,prod_6,30,49,81,4.3052568662282855,False
store_2,prod_7,1,44,77,6.122970166576473,False
store_2,prod_7,2,47,76,5.017193901979312,False
store_2,prod_7,3,13,71,18.400472615624135,False
store_2,prod_7,4,33,24,3.5791712088981202,True
store_2,prod_7,5,44,28,2.1734853395137943,True
store_2,prod_7,6,2,49,5.050874696393566,True
store_2,prod_7,7,2,76,5.9525714418257945,True
store_2,prod_7,8,25,21,19.646283350584323,False
store_2,prod_7,9,3,44,14.470321075351771,True
store_2,prod_7,10,43,54,16.596131175999446,True
store_2,prod_7,11,1,80,3.728806183307509,False
store_2,prod_7,12,30,66,18.646505002904355,False
store_2,prod_7,13,12,88,9.471845777336348,False
store_2,prod_7,14,9,75,4.3053104121634345,True
store_2,prod_7,15,33,49,2.3432355555029574,False
store_2,prod_7,16,2,32,1.6536609606157064,True
store_2,prod_7,17,23,72,7.5506255710976085,False
store_2,prod_7,18,48,61,16.45856745397976,False
store_2,prod_7,19,1,30,12.97035493175772,False
store_2,prod_7,20,17,71,1.316759461393029,False
store_2,prod_7,21,29,49,10.614849155824896,True
store_2,prod_7,22,46,92,4.654580899924387,False
store_2,prod_7,23,24,38,8.7287012228681,True
store_2,prod_7,24,7,46,1.3794857189825342,False
store_2,prod_7,25,26,81,10.977923988120939,False
store_2,prod_7,26,41,48,9.031045773491089,True
store_2,prod_7,27,32,35,16.449698085152782,False
store_2,prod_7,28,31,31,7.682682115567394,False
store_2,prod_7,29,27,88,11.986149243242501,True
store_2,prod_7,30,21,98,17.473220531301408,True
store_2,prod_8,1,42,42,2.005241232142623,False
store_2,prod_8,2,49,49,18.322829118491022,True
store_2,prod_8,3,38,52,10.12348678997587,True
store_2,prod_8,4,48,57,6.528988401728599,False
store_2,prod_8,5,45,69,9.571471326158987,False
store_2,prod_8,6,17,46,14.666711571477158,False
store_2,prod_8,7,9,36,9.814789005642927,True
store_2,prod_8,8,5,97,7.372729456430592,False
store_2,prod_8,9,25,58,18.762967884535662,False
store_2,prod_8,10,21,70,3.4582317223673167,True
store_2,prod_8,11,39,69,18.668776287407628,True
store_2,prod_8,12,40,29,15.7817144598478,True
store_2,prod_8,13,8,98,9.897711237671318,True
store_2,prod_8,14,12,70,18.719441942569233,True
store_2,prod_8,15,37,22,2.6000472123648684,False
store_2,prod_8,16,5,67,12.99122352995246,True
store_2,prod_8,17,2,92,4.320914769783952,True
store_2,prod_8,18,2,30,6.499290992570416,False
store_2,prod_8,19,4,20,13.79497484931722,True
store_2,prod_8,20,28,31,2.493907508805403,False
store_2,prod_8,21,36,64,8.731070196421928,False
store_2,prod_8,22,34,41,14.919641285567575,True
store_2,prod_8,23,45,48,5.5409559240194755,False
store_2,prod_8,24,14,79,4.929155844838738,True
store_2,prod_8,25,42,99,17.708468079336715,False
store_2,prod_8,26,31,83,6.6896967547508375,False
store_2,prod_8,27,22,85,13.924763078277106,True
store_2,prod_8,28,39,45,19.62496294851348,False
store_2,prod_8,29,13,44,1.5987478185620203,True
store_2,prod_8,30,2,37,8.005777953946073,True
store_2,prod_9,1,20,84,8.606775909956783,False
store_2,prod_9,2,5,63,10.193668026720921,True
store_2,prod_9,3,16,59,7.487918725560405,True
store_2,prod_9,4,11,95,5.124961359927917,False
store_2,prod_9,5,21,49,3.8091963193852916,True
store_2,prod_9,6,10,88,1.9473427815841209,True
store_2,prod_9,7,1,50,11.940056951323884,False
store_2,prod_9,8,45,56,19.67434223925299,False
store_2,prod_9,9,30,30,3.7181771017446454,False
store_2,prod_9,10,39,46,18.71307079449847,True
store_2,prod_9,11,36,40,7.491816902550628,False
store_2,prod_9,12,44,39,10.480390940195068,False
store_2,prod_9,13,19,44,10.561187882314055,False
store_2,prod_9,14,25,89,7.145414246903739,True
