store_id,product_id,product_name,category,brain_diet_flag,shelf_life_days,daily_sales,starting_inventory,end_inventory,wasted_units,waste_percentage,date,store_location
1,1,These,Mission,True,5,124,143,19,0,0.0,2025-10-01,"(Decimal('47.9350615'), Decimal('-132.542563'))"
1,1,Through,Board,False,7,97,191,94,0,0.0,2025-10-02,"(Decimal('-43.431045'), Decimal('-28.320957'))"
1,1,Care,At,False,3,75,185,110,0,0.0,2025-10-01,"(Decimal('61.1459985'), Decimal('-117.905381'))"
1,1,Left,Beyond,True,9,192,232,40,0,0.0,2025-10-03,"(Decimal('86.5315605'), Decimal('22.089340'))"
1,1,Organization,Stage,True,7,77,172,95,0,0.0,2025-10-03,"(Decimal('80.9747505'), Decimal('-32.251907'))"
1,1,Conference,Us,False,7,95,285,190,0,0.0,2025-10-02,"(Decimal('-86.748965'), Decimal('-100.728182'))"
1,1,Measure,Great,True,1,65,108,43,0,0.0,2025-10-02,"(Decimal('72.417388'), Decimal('-81.501988'))"
1,2,Pay,Lot,True,4,168,217,49,0,0.0,2025-10-01,"(Decimal('39.738680'), Decimal('-104.965328'))"
1,2,International,Herself,False,1,54,121,67,0,0.0,2025-10-02,"(Decimal('-54.5158255'), Decimal('-57.091297'))"
1,2,General,Apply,True,4,147,254,107,0,0.0,2025-10-01,"(Decimal('-60.6793725'), Decimal('-109.192545'))"
1,2,Threat,Person,False,6,114,124,10,0,0.0,2025-10-03,"(Decimal('26.330018'), Decimal('-71.843478'))"
1,2,Ten,Together,False,1,69,210,141,0,0.0,2025-10-03,"(Decimal('-20.737658'), Decimal('-97.309353'))"
1,2,Mother,Indicate,True,9,76,255,179,0,0.0,2025-10-03,"(Decimal('10.001626'), Decimal('-87.081703'))"
1,2,Investment,She,True,6,119,171,52,0,0.0,2025-10-01,"(Decimal('-47.7028775'), Decimal('64.008288'))"
1,2,Anyone,Week,False,4,50,214,164,0,0.0,2025-10-02,"(Decimal('67.7716955'), Decimal('172.291619'))"
1,2,Wall,Explain,True,4,76,285,209,0,0.0,2025-10-01,"(Decimal('-51.8198545'), Decimal('-40.246213'))"
1,2,Enough,Career,True,6,165,285,120,0,0.0,2025-10-02,"(Decimal('32.501731'), Decimal('124.825733'))"
1,2,Unit,Support,False,1,146,156,10,0,0.0,2025-10-02,"(Decimal('-62.992961'), Decimal('-117.403734'))"
1,2,Show,Interesting,False,7,89,290,201,0,0.0,2025-10-03,"(Decimal('-87.3061185'), Decimal('-82.274028'))"
1,2,Create,Offer,True,6,122,126,4,0,0.0,2025-10-02,"(Decimal('1.3536805'), Decimal('76.250800'))"
1,2,Sort,Continue,True,2,165,194,29,0,0.0,2025-10-01,"(Decimal('60.894905'), Decimal('124.775993'))"
1,2,Marriage,That,False,4,87,131,44,0,0.0,2025-10-03,"(Decimal('-37.167506'), Decimal('-54.200225'))"
1,2,Daughter,Claim,False,4,147,102,-45,0,0.0,2025-10-01,"(Decimal('38.0575085'), Decimal('157.106226'))"
1,2,Manage,Seven,False,8,100,196,96,0,0.0,2025-10-03,"(Decimal('41.067089'), Decimal('-142.998246'))"
1,2,Size,Win,False,1,88,280,192,0,0.0,2025-10-02,"(Decimal('-58.048122'), Decimal('101.474009'))"
1,2,Add,Conference,True,5,60,209,149,0,0.0,2025-10-03,"(Decimal('12.5191635'), Decimal('173.339531'))"
1,2,Owner,Set,False,8,61,187,126,0,0.0,2025-10-02,"(Decimal('-23.3083805'), Decimal('-117.663003'))"
1,2,Over,Benefit,True,1,141,133,-8,0,0.0,2025-10-02,"(Decimal('-75.6743545'), Decimal('85.828966'))"
1,2,Chance,Prevent,False,8,161,119,-42,0,0.0,2025-10-02,"(Decimal('61.3272255'), Decimal('138.552245'))"
1,2,Dark,Few,True,6,83,128,45,0,0.0,2025-10-01,"(Decimal('41.138088'), Decimal('-78.454753'))"
1,2,Seek,Ever,False,1,121,226,105,0,0.0,2025-10-01,"(Decimal('-85.004076'), Decimal('93.022383'))"
1,2,Phone,Produce,True,1,166,291,125,0,0.0,2025-10-03,"(Decimal('21.565124'), Decimal('150.689659'))"
1,2,Product,Become,False,9,140,251,111,0,0.0,2025-10-02,"(Decimal('-32.918666'), Decimal('-78.797081'))"
1,2,Similar,Politics,False,3,126,159,33,0,0.0,2025-10-01,"(Decimal('-56.6029955'), Decimal('-101.605833'))"
1,2,Likely,Into,False,8,65,224,159,0,0.0,2025-10-01,"(Decimal('44.7874045'), Decimal('-78.270551'))"
1,2,Bring,Event,True,5,61,233,172,0,0.0,2025-10-01,"(Decimal('-27.9882205'), Decimal('-73.113461'))"
1,2,Live,Line,True,3,79,295,216,0,0.0,2025-10-03,"(Decimal('-75.2023695'), Decimal('-21.801435'))"
1,3,Find,Town,True,2,196,291,95,0,0.0,2025-10-01,"(Decimal('-57.5241775'), Decimal('122.852481'))"
1,3,Soldier,Test,True,1,190,237,47,0,0.0,2025-10-01,"(Decimal('15.3978685'), Decimal('-60.882493'))"
1,3,Onto,Course,True,9,179,283,104,0,0.0,2025-10-03,"(Decimal('77.9240145'), Decimal('-20.902230'))"
1,3,Style,Image,True,3,185,117,-68,0,0.0,2025-10-01,"(Decimal('-28.1512675'), Decimal('44.090169'))"
1,3,Sound,Social,False,2,132,232,100,0,0.0,2025-10-02,"(Decimal('-35.755253'), Decimal('129.782982'))"
1,3,Play,Lawyer,True,7,141,224,83,0,0.0,2025-10-03,"(Decimal('-72.026833'), Decimal('-154.583567'))"
1,3,Congress,Radio,False,5,159,188,29,0,0.0,2025-10-01,"(Decimal('75.390645'), Decimal('-65.532338'))"
1,3,Per,There,False,1,87,107,20,0,0.0,2025-10-03,"(Decimal('9.3536515'), Decimal('-68.783864'))"
1,3,Second,Everyone,True,1,195,233,38,0,0.0,2025-10-03,"(Decimal('53.498343'), Decimal('43.331484'))"
1,3,Because,Situation,False,6,83,152,69,0,0.0,2025-10-03,"(Decimal('14.9058645'), Decimal('-137.876197'))"
1,3,Hope,Dinner,False,7,107,135,28,0,0.0,2025-10-01,"(Decimal('-55.4556045'), Decimal('-141.835338'))"
1,3,Less,Guess,False,3,152,245,93,0,0.0,2025-10-01,"(Decimal('-82.627657'), Decimal('51.123042'))"
1,3,Yet,Fact,False,2,164,201,37,0,0.0,2025-10-02,"(Decimal('-8.5348625'), Decimal('-78.390004'))"
1,3,Court,Total,True,6,143,158,15,0,0.0,2025-10-03,"(Decimal('47.221302'), Decimal('79.425686'))"
1,3,Try,Once,False,5,182,162,-20,0,0.0,2025-10-02,"(Decimal('70.426561'), Decimal('-86.588488'))"
1,3,Whom,Back,False,6,95,250,155,0,0.0,2025-10-02,"(Decimal('35.0380335'), Decimal('137.813899'))"
1,3,Contain,Production,True,1,181,132,-49,0,0.0,2025-10-02,"(Decimal('45.1562515'), Decimal('-124.737355'))"
1,3,Politics,World,False,1,135,210,75,0,0.0,2025-10-03,"(Decimal('45.172086'), Decimal('-77.021543'))"
1,3,Eight,And,False,9,104,239,135,0,0.0,2025-10-02,"(Decimal('87.999673'), Decimal('83.638832'))"
1,3,Gas,Imagine,True,3,70,135,65,0,0.0,2025-10-01,"(Decimal('84.2640865'), Decimal('20.178474'))"
1,3,Left,Difficult,False,4,60,113,53,0,0.0,2025-10-03,"(Decimal('80.901809'), Decimal('-29.154538'))"
1,3,Somebody,Administration,False,2,72,136,64,0,0.0,2025-10-01,"(Decimal('64.4662375'), Decimal('16.538517'))"
1,3,Course,Century,True,1,63,206,143,0,0.0,2025-10-02,"(Decimal('51.104364'), Decimal('8.526681'))"
1,3,Most,Three,True,7,183,287,104,0,0.0,2025-10-03,"(Decimal('35.084238'), Decimal('118.392276'))"
1,3,Process,Each,False,5,131,216,85,0,0.0,2025-10-01,"(Decimal('28.796351'), Decimal('54.621607'))"
1,3,Each,Remember,True,7,80,158,78,0,0.0,2025-10-03,"(Decimal('19.9063825'), Decimal('-153.188370'))"
1,3,Business,Actually,False,3,87,281,194,0,0.0,2025-10-01,"(Decimal('34.806994'), Decimal('15.182344'))"
1,3,Morning,Watch,True,5,149,169,20,0,0.0,2025-10-03,"(Decimal('-0.2346305'), Decimal('-7.814085'))"
1,3,Girl,Assume,False,2,112,136,24,0,0.0,2025-10-01,"(Decimal('-32.059971'), Decimal('-110.762955'))"
1,3,Me,Work,True,9,140,291,151,0,0.0,2025-10-01,"(Decimal('-51.530076'), Decimal('-141.931702'))"
1,4,Travel,Cultural,False,4,179,239,60,0,0.0,2025-10-03,"(Decimal('-44.3925195'), Decimal('-89.701113'))"
1,4,Laugh,You,True,7,123,148,25,0,0.0,2025-10-02,"(Decimal('0.176978'), Decimal('103.494711'))"
1,4,Decade,Science,False,9,136,191,55,0,0.0,2025-10-03,"(Decimal('21.724056'), Decimal('-18.787560'))"
1,4,Enjoy,For,False,9,88,176,88,0,0.0,2025-10-01,"(Decimal('-79.6764035'), Decimal('-6.359275'))"
1,4,Would,Energy,False,6,177,169,-8,0,0.0,2025-10-02,"(Decimal('10.309694'), Decimal('47.620308'))"
1,4,Her,Goal,False,7,53,185,132,0,0.0,2025-10-03,"(Decimal('-7.207027'), Decimal('4.343808'))"
1,4,Game,Central,True,6,101,230,129,0,0.0,2025-10-01,"(Decimal('-11.3228655'), Decimal('1.212492'))"
1,4,Good,During,True,2,57,164,107,0,0.0,2025-10-01,"(Decimal('-49.729851'), Decimal('-39.392261'))"
1,4,Wall,Wide,False,4,169,122,-47,0,0.0,2025-10-03,"(Decimal('-27.107725'), Decimal('-119.182338'))"
1,4,Information,Necessary,False,4,155,258,103,0,0.0,2025-10-03,"(Decimal('-18.6863135'), Decimal('-99.878743'))"
1,4,Mind,Budget,True,6,74,126,52,0,0.0,2025-10-01,"(Decimal('88.420436'), Decimal('-156.169655'))"
1,4,Soldier,Tonight,True,3,65,149,84,0,0.0,2025-10-03,"(Decimal('69.0461885'), Decimal('59.128048'))"
1,4,Hot,Wife,True,8,130,157,27,0,0.0,2025-10-03,"(Decimal('-3.531756'), Decimal('-79.877021'))"
1,4,Effort,Military,True,8,138,251,113,0,0.0,2025-10-03,"(Decimal('61.099752'), Decimal('-163.295344'))"
1,4,Work,Find,False,3,157,119,-38,0,0.0,2025-10-02,"(Decimal('0.200661'), Decimal('23.038273'))"
1,4,Listen,Important,True,3,176,240,64,0,0.0,2025-10-03,"(Decimal('88.615224'), Decimal('-106.841302'))"
1,4,Interesting,Share,False,1,71,146,75,0,0.0,2025-10-03,"(Decimal('-56.1137105'), Decimal('-65.718622'))"
1,4,Book,Not,False,3,94,124,30,0,0.0,2025-10-01,"(Decimal('7.597224'), Decimal('23.822062'))"
1,4,Within,Edge,False,1,152,248,96,0,0.0,2025-10-03,"(Decimal('-4.1825845'), Decimal('109.345325'))"
1,4,Remember,Daughter,True,4,140,142,2,0,0.0,2025-10-03,"(Decimal('61.800673'), Decimal('70.114183'))"
1,4,Town,Kid,False,4,136,190,54,0,0.0,2025-10-03,"(Decimal('-51.4659525'), Decimal('-148.985683'))"
1,4,Apply,Opportunity,True,3,127,144,17,0,0.0,2025-10-02,"(Decimal('15.010470'), Decimal('6.477568'))"
1,4,Least,Recognize,True,9,188,238,50,0,0.0,2025-10-01,"(Decimal('14.078479'), Decimal('27.385735'))"
1,4,Range,Local,False,1,178,255,77,0,0.0,2025-10-01,"(Decimal('-13.241312'), Decimal('-68.675789'))"
1,4,Increase,Late,False,8,94,185,91,0,0.0,2025-10-02,"(Decimal('-79.553728'), Decimal('-121.029783'))"
1,4,Pm,Matter,False,9,142,268,126,0,0.0,2025-10-02,"(Decimal('67.287903'), Decimal('98.166639'))"
1,4,Across,Service,True,7,155,135,-20,0,0.0,2025-10-01,"(Decimal('-66.4283235'), Decimal('78.693863'))"
1,4,Section,Answer,False,8,84,135,51,0,0.0,2025-10-03,"(Decimal('44.6942805'), Decimal('34.876440'))"
1,4,Expert,Purpose,True,4,167,282,115,0,0.0,2025-10-02,"(Decimal('20.6201925'), Decimal('80.157441'))"
1,4,Month,Fear,True,1,68,244,176,0,0.0,2025-10-01,"(Decimal('-67.873389'), Decimal('-172.208414'))"
1,5,Address,Participant,True,7,100,135,35,0,0.0,2025-10-03,"(Decimal('21.710016'), Decimal('-34.181894'))"
1,5,Sign,History,False,6,109,190,81,0,0.0,2025-10-02,"(Decimal('-35.557140'), Decimal('-134.324231'))"
1,5,Rate,Yourself,False,8,134,140,6,0,0.0,2025-10-02,"(Decimal('-84.151650'), Decimal('-164.099043'))"
1,5,Decision,Special,False,6,155,136,-19,0,0.0,2025-10-03,"(Decimal('73.006407'), Decimal('71.988433'))"
1,5,Seven,Develop,False,6,113,258,145,0,0.0,2025-10-01,"(Decimal('47.5711635'), Decimal('129.178044'))"
1,5,Write,Other,False,3,180,249,69,0,0.0,2025-10-02,"(Decimal('-68.092781'), Decimal('56.088868'))"
1,5,If,Knowledge,False,3,99,107,8,0,0.0,2025-10-02,"(Decimal('54.2888465'), Decimal('142.456754'))"
1,5,Nice,Surface,False,1,90,181,91,0,0.0,2025-10-01,"(Decimal('86.675351'), Decimal('27.045803'))"
1,5,Well,Mean,True,8,65,157,92,0,0.0,2025-10-02,"(Decimal('64.175783'), Decimal('124.880445'))"
1,5,Animal,Thing,False,5,159,278,119,0,0.0,2025-10-01,"(Decimal('27.3373205'), Decimal('-105.576056'))"
1,5,Very,Care,False,6,74,266,192,0,0.0,2025-10-01,"(Decimal('87.1446965'), Decimal('92.166108'))"
1,5,Many,Season,True,1,184,129,-55,0,0.0,2025-10-01,"(Decimal('33.0114365'), Decimal('13.831893'))"
1,5,Voice,Public,True,2,64,115,51,0,0.0,2025-10-01,"(Decimal('-27.517932'), Decimal('-113.132250'))"
1,5,Money,Paper,True,6,141,100,-41,0,0.0,2025-10-02,"(Decimal('-15.7843895'), Decimal('174.785397'))"
1,5,Treat,Write,False,2,110,150,40,0,0.0,2025-10-02,"(Decimal('0.9848175'), Decimal('-57.897522'))"
1,5,Growth,Trade,True,1,114,151,37,0,0.0,2025-10-03,"(Decimal('-54.8234075'), Decimal('-2.481243'))"
1,5,Not,Young,True,4,191,134,-57,0,0.0,2025-10-02,"(Decimal('81.0247475'), Decimal('60.080729'))"
1,5,Position,Young,True,8,139,211,72,0,0.0,2025-10-02,"(Decimal('15.982226'), Decimal('40.150942'))"
1,5,Subject,Minute,False,9,151,240,89,0,0.0,2025-10-02,"(Decimal('27.3334425'), Decimal('-174.110133'))"
1,5,Concern,Until,True,5,128,293,165,0,0.0,2025-10-01,"(Decimal('46.444442'), Decimal('23.666867'))"
1,5,Room,Today,True,7,167,181,14,0,0.0,2025-10-02,"(Decimal('-28.797572'), Decimal('27.846443'))"
1,5,They,Power,True,7,136,165,29,0,0.0,2025-10-01,"(Decimal('-50.488433'), Decimal('79.492505'))"
1,5,Should,Authority,True,8,145,146,1,0,0.0,2025-10-02,"(Decimal('73.1356545'), Decimal('-140.921886'))"
1,5,Address,Before,True,5,137,283,146,0,0.0,2025-10-03,"(Decimal('-82.9521345'), Decimal('-165.502843'))"
1,5,Drop,Head,False,2,113,100,-13,0,0.0,2025-10-02,"(Decimal('-35.368321'), Decimal('54.680251'))"
1,5,Myself,Any,True,7,79,106,27,0,0.0,2025-10-01,"(Decimal('-38.0927285'), Decimal('-33.736267'))"
1,5,Single,Card,True,2,171,159,-12,0,0.0,2025-10-03,"(Decimal('-12.6372365'), Decimal('6.009099'))"
1,5,Year,Hit,False,3,76,101,25,0,0.0,2025-10-02,"(Decimal('45.469812'), Decimal('12.555132'))"
1,5,Occur,Traditional,True,7,64,186,122,0,0.0,2025-10-02,"(Decimal('-71.624209'), Decimal('-136.032527'))"
1,5,Explain,Support,False,6,64,163,99,0,0.0,2025-10-02,"(Decimal('41.105709'), Decimal('-12.517395'))"
1,6,Audience,Job,False,4,59,235,176,0,0.0,2025-10-03,"(Decimal('45.6793585'), Decimal('84.466702'))"
1,6,Goal,Bit,False,7,79,229,150,0,0.0,2025-10-02,"(Decimal('-43.775539'), Decimal('48.264329'))"
1,6,Five,Sea,True,8,51,272,221,0,0.0,2025-10-02,"(Decimal('72.9630965'), Decimal('-7.784696'))"
1,6,Have,Federal,True,2,78,215,137,0,0.0,2025-10-03,"(Decimal('64.8523255'), Decimal('-97.865360'))"
1,6,Present,Want,False,2,117,114,-3,0,0.0,2025-10-02,"(Decimal('-26.784833'), Decimal('19.488086'))"
1,6,Bad,After,True,6,88,250,162,0,0.0,2025-10-01,"(Decimal('76.890493'), Decimal('39.134274'))"
1,6,Behavior,Performance,False,7,51,261,210,0,0.0,2025-10-02,"(Decimal('-73.8471915'), Decimal('103.969108'))"
1,6,Throw,Newspaper,True,5,120,222,102,0,0.0,2025-10-01,"(Decimal('-10.208112'), Decimal('-68.230605'))"
1,6,Somebody,Investment,False,1,81,242,161,0,0.0,2025-10-03,"(Decimal('-49.0151565'), Decimal('-33.976418'))"
1,6,Board,Nation,True,7,56,229,173,0,0.0,2025-10-03,"(Decimal('87.795999'), Decimal('69.236792'))"
1,6,Agree,Wait,True,4,128,264,136,0,0.0,2025-10-01,"(Decimal('-65.069133'), Decimal('-4.314958'))"
1,6,Guy,Here,True,5,136,173,37,0,0.0,2025-10-02,"(Decimal('32.9445775'), Decimal('-42.908011'))"
1,6,Computer,Meet,False,2,73,172,99,0,0.0,2025-10-01,"(Decimal('43.136774'), Decimal('-129.009522'))"
1,6,Agent,Be,True,9,155,252,97,0,0.0,2025-10-03,"(Decimal('-4.494610'), Decimal('95.354316'))"
1,6,Majority,Free,True,2,189,213,24,0,0.0,2025-10-02,"(Decimal('-41.1022875'), Decimal('97.186280'))"
1,6,Hundred,Art,False,8,62,168,106,0,0.0,2025-10-03,"(Decimal('-6.110805'), Decimal('-55.001327'))"
1,6,Off,Most,True,3,90,245,155,0,0.0,2025-10-01,"(Decimal('8.8941475'), Decimal('-95.581410'))"
1,6,Cultural,Approach,True,3,121,289,168,0,0.0,2025-10-03,"(Decimal('0.6519675'), Decimal('141.603945'))"
1,6,Picture,Much,True,1,150,296,146,0,0.0,2025-10-01,"(Decimal('53.8699695'), Decimal('129.076528'))"
1,6,Of,Rise,True,7,187,292,105,0,0.0,2025-10-01,"(Decimal('-41.3498115'), Decimal('177.940556'))"
1,6,Involve,Here,True,9,84,280,196,0,0.0,2025-10-03,"(Decimal('-87.142816'), Decimal('119.070668'))"
1,6,Go,Difficult,True,5,70,110,40,0,0.0,2025-10-02,"(Decimal('-62.3171085'), Decimal('28.128670'))"
1,6,Popular,Sister,False,2,104,101,-3,0,0.0,2025-10-02,"(Decimal('6.527905'), Decimal('68.579200'))"
1,6,Yet,Then,True,5,96,223,127,0,0.0,2025-10-02,"(Decimal('-62.9216295'), Decimal('67.353886'))"
1,6,Power,Between,False,5,51,115,64,0,0.0,2025-10-01,"(Decimal('-66.583534'), Decimal('71.337713'))"
1,6,Answer,Center,False,4,132,194,62,0,0.0,2025-10-01,"(Decimal('-64.940133'), Decimal('-44.568903'))"
1,6,Data,How,True,9,132,224,92,0,0.0,2025-10-01,"(Decimal('13.5951645'), Decimal('48.639965'))"
1,6,He,Military,False,7,149,117,-32,0,0.0,2025-10-03,"(Decimal('-1.8426415'), Decimal('-9.287737'))"
1,6,Feel,Key,True,2,172,133,-39,0,0.0,2025-10-03,"(Decimal('54.361358'), Decimal('29.250620'))"
1,6,Try,Mention,False,2,152,251,99,0,0.0,2025-10-03,"(Decimal('-65.494582'), Decimal('-101.615383'))"
1,7,Add,Beat,False,6,50,135,85,0,0.0,2025-10-01,"(Decimal('38.3698055'), Decimal('148.770969'))"
1,7,Newspaper,Sea,False,7,110,163,53,0,0.0,2025-10-01,"(Decimal('11.119379'), Decimal('130.899886'))"
1,7,Upon,Go,True,6,88,236,148,0,0.0,2025-10-02,"(Decimal('-37.8569345'), Decimal('-139.805750'))"
1,7,Painting,Four,False,4,63,281,218,0,0.0,2025-10-01,"(Decimal('-86.135635'), Decimal('71.074363'))"
1,7,Major,Rock,True,6,113,164,51,0,0.0,2025-10-03,"(Decimal('-58.452812'), Decimal('-136.524651'))"
1,7,Any,Including,True,2,133,151,18,0,0.0,2025-10-03,"(Decimal('-73.2362555'), Decimal('-62.188514'))"
1,7,What,Perhaps,False,8,81,165,84,0,0.0,2025-10-01,"(Decimal('-12.261012'), Decimal('136.681079'))"
1,7,Sister,Election,True,1,158,150,-8,0,0.0,2025-10-03,"(Decimal('-70.512164'), Decimal('-135.618830'))"
1,7,Start,Last,True,2,108,260,152,0,0.0,2025-10-03,"(Decimal('30.172763'), Decimal('-124.140750'))"
1,7,Only,Himself,True,9,168,168,0,0,0.0,2025-10-02,"(Decimal('-15.456349'), Decimal('-16.555234'))"
1,7,Team,And,False,3,61,168,107,0,0.0,2025-10-02,"(Decimal('17.728706'), Decimal('-162.762687'))"
1,7,Blue,Third,False,3,93,106,13,0,0.0,2025-10-01,"(Decimal('78.706638'), Decimal('-70.100356'))"
1,7,Bank,Score,False,4,112,130,18,0,0.0,2025-10-03,"(Decimal('41.7787295'), Decimal('47.115814'))"
1,7,While,Grow,True,8,140,277,137,0,0.0,2025-10-02,"(Decimal('-23.316339'), Decimal('30.023709'))"
1,7,Man,Source,True,2,148,167,19,0,0.0,2025-10-02,"(Decimal('66.863236'), Decimal('67.250127'))"
1,7,Tough,Wait,True,7,118,181,63,0,0.0,2025-10-03,"(Decimal('-42.829267'), Decimal('164.823686'))"
1,7,Century,Almost,False,9,87,169,82,0,0.0,2025-10-03,"(Decimal('-25.3987005'), Decimal('73.640571'))"
1,7,Choice,Suddenly,False,9,180,137,-43,0,0.0,2025-10-03,"(Decimal('-88.740415'), Decimal('-173.689041'))"
1,7,Some,But,False,6,110,155,45,0,0.0,2025-10-03,"(Decimal('-50.745979'), Decimal('97.985648'))"
1,7,Marriage,Watch,True,6,69,202,133,0,0.0,2025-10-01,"(Decimal('-5.642677'), Decimal('-149.221369'))"
1,7,Save,Happen,False,3,77,118,41,0,0.0,2025-10-01,"(Decimal('-73.2008015'), Decimal('-1.073939'))"
1,7,End,Politics,True,8,73,179,106,0,0.0,2025-10-02,"(Decimal('77.0813725'), Decimal('-48.254890'))"
1,7,Country,Daughter,True,5,134,121,-13,0,0.0,2025-10-03,"(Decimal('4.119155'), Decimal('168.142461'))"
1,7,Itself,Event,True,1,192,123,-69,0,0.0,2025-10-02,"(Decimal('-45.7841845'), Decimal('4.098327'))"
1,7,Authority,Chair,False,1,119,108,-11,0,0.0,2025-10-03,"(Decimal('-27.348518'), Decimal('-29.468563'))"
1,7,Simply,Who,False,4,112,145,33,0,0.0,2025-10-03,"(Decimal('13.5484635'), Decimal('-10.160045'))"
1,7,Few,Town,True,3,69,108,39,0,0.0,2025-10-02,"(Decimal('-53.0606365'), Decimal('48.862831'))"
1,7,One,Movie,True,8,166,163,-3,0,0.0,2025-10-03,"(Decimal('-78.717310'), Decimal('-158.398999'))"
1,7,Never,Teacher,False,1,77,165,88,0,0.0,2025-10-03,"(Decimal('-2.5187395'), Decimal('52.442255'))"
1,7,Sea,Specific,True,3,191,121,-70,0,0.0,2025-10-03,"(Decimal('27.376118'), Decimal('-100.397499'))"
1,8,Marriage,Son,False,2,134,263,129,0,0.0,2025-10-03,"(Decimal('84.048579'), Decimal('65.025735'))"
1,8,Police,Interest,False,9,150,187,37,0,0.0,2025-10-03,"(Decimal('73.5029835'), Decimal('126.399560'))"
1,8,Performance,Study,False,8,109,276,167,0,0.0,2025-10-01,"(Decimal('80.4685555'), Decimal('-160.171067'))"
1,8,Travel,Trial,True,3,175,229,54,0,0.0,2025-10-03,"(Decimal('2.412631'), Decimal('178.802764'))"
1,8,Order,Bill,False,7,53,230,177,0,0.0,2025-10-03,"(Decimal('-9.231296'), Decimal('-66.550152'))"
1,8,Draw,Nothing,True,6,57,170,113,0,0.0,2025-10-03,"(Decimal('29.055697'), Decimal('-69.743765'))"
1,8,Unit,Know,True,1,80,234,154,0,0.0,2025-10-02,"(Decimal('-32.4596285'), Decimal('-116.231067'))"
1,8,Maintain,Station,True,6,147,148,1,0,0.0,2025-10-01,"(Decimal('-81.8753775'), Decimal('11.721457'))"
1,8,Speak,Why,False,3,188,277,89,0,0.0,2025-10-02,"(Decimal('-20.2828675'), Decimal('179.596202'))"
1,8,Bed,Concern,True,7,130,176,46,0,0.0,2025-10-01,"(Decimal('-83.0188445'), Decimal('172.934945'))"
1,8,Dark,Staff,False,5,60,202,142,0,0.0,2025-10-02,"(Decimal('-78.666308'), Decimal('111.363017'))"
1,8,Must,Out,False,8,172,220,48,0,0.0,2025-10-01,"(Decimal('-12.8270005'), Decimal('115.324850'))"
1,8,Race,Likely,False,7,107,272,165,0,0.0,2025-10-03,"(Decimal('57.115354'), Decimal('117.788798'))"
1,8,Space,Throughout,True,8,108,123,15,0,0.0,2025-10-01,"(Decimal('-33.933407'), Decimal('-62.591036'))"
